Bigram,Frequency
r2000for any,5
r250 00,5
r500 00,5
r600 taps,5
r8250 00,5
regards_x000d_ _x000d_,5
related repairs,5
repair limit,5
replaced may,5
replaced so,5
replaced the,5
replacement covered,5
replacement geyser,5
replacement limit,5
report 2,5
report posisble,5
reported two,5
requested appoint,5
requesting plumber,5
required client,5
roof cover,5
said have,5
said issue,5
said leak,5
said toilet,5
seems be,5
send drq,5
send someone,5
she requested,5
should appoint,5
shower tap,5
shower the,5
shut off,5
simmer street,5
sorita called,5
soweto south,5
sp geyser,5
sp go,5
sp needs,5
spoke to,5
submit drq,5
sure geyser,5
tap bathroom,5
tap r2000,5
tap replacement,5
tap replacements,5
teh geyser,5
that her,5
that she,5
that there,5
the advise,5
the building,5
the costs,5
the roof,5
there any,5
to provide,5
transfered from,5
tripping cover,5
unit 12,5
unit 15,5
unit 25,5
unit 4,5
unit 44,5
unit 51,5
unit no,5
unit number,5
valve geyser,5
van rensburg,5
visible client,5
warm water,5
was installed,5
was not,5
waste pipe,5
water and,5
water pipes,5
water was,5
weltevredenpark roodepoort,5
where coming,5
which is,5
will cover,5
work order,5
working _x000d_,5
00 no,4
00 remaining,4
0113621496 broker,4
0860 101,4
0_x000d_ geyser,4
1 only,4
1000 00,4
13 van,4
14 231,4
18 excess,4
2023 08,4
27121104420 cornel,4
27123474747 broker,4
27125462900 broker,4
27126790000 pk,4
27129489350 broker,4
27573523823 broker,4
2nd reference,4
305 toll,4
400 excess,4
500 geyser,4
6 _x000d_,4
600 client,4
8 711,4
8 744,4
8 836,4
9 386,4
_x000d_ 13,4
_x000d_ 3,4
_x000d_ 4,4
_x000d_ 5,4
_x000d_ broker,4
_x000d_ call,4
_x000d_ cellphone,4
_x000d_ full,4
_x000d_ mr,4
_x000d_ r,4
_x000d_ r8250,4
_x000d_ these,4
_x000d_ unathi,4
a concealed,4
a remaining,4
advise burst,4
advise water,4
advised he,4
advised pipe,4
advised the,4
advised water,4
ago client,4
ah benoni,4
ahead replace,4
all hours,4
already had,4
also advised,4
alternative number,4
and reported,4
appointed broker,4
are making,4
are neded,4
are not,4
are resultant,4
as well,4
assist benefit,4
assisted on,4
avenue villieria,4
back and,4
back client,4
banking details,4
bath tub,4
bathroom _x000d_,4
bathroom taps,4
be advised,4
be faulty,4
bianca reported,4
blocked pipes,4
blocked the,4
board r2000,4
boksburg 1459,4
broker annemarie,4
broker estelle,4
broker michelle,4
brokerage called,4
brolink called,4
brown water,4
bryanston sandton,4
buren street,4
burst contact,4
burst warranty,4
call _x000d_,4
call new,4
call reference,4
call wife,4
called asked,4
called possible,4
called possibly,4
called there,4
case damage,4
case logged,4
ceiling cover,4
ceiling covered,4
ceiling excess,4
ceiling not,4
ceiling sure,4
chatsworth south,4
claim back,4
claim contact,4
claims to,4
cleinst own,4
client available,4
client email,4
client need,4
client r1000,4
client remaining,4
client says,4
client two,4
clients account_x000d_,4
clients pipe,4
clients shower,4
clint called,4
come tomorrow,4
coming bathroom,4
coming kitchen,4
common property,4
contact second,4
contact there,4
cornel reported,4
cost more,4
could possibly,4
country club,4
cover call,4
cover for,4
cover leaking,4
cover taps,4
cover up,4
covered clients,4
covered r1705,4
crescent road,4
damaged ceiling,4
damages _x000d_,4
der walt,4
detection needs,4
detection required,4
do leak,4
doesnt know,4
doesnt want,4
down wall,4
drain excess,4
drain leaking,4
drain overflowing,4
drain pipe,4
drain rods,4
durban north,4
electrician needed,4
electricity excess,4
electricity geyser,4
exceed r600client,4
excess r,4
excess r1500_x000d_,4
excess r2500,4
excess replacement,4
exposed area,4
faulty element,4
faulty mechanism,4
faulty shower,4
faulty valve,4
fee labor,4
follow up,4
from unathi,4
full name,4
galvanized pipe,4
garden tap,4
geyser 1,4
geyser 13,4
geyser 20,4
geyser 5,4
geyser dripping,4
geyser electrical,4
geyser giving,4
geyser overheating,4
geyser replaced,4
geyser roof,4
geyser wise,4
gmail com_x000d_,4
going geyser,4
gqeberha_x000d_ client,4
had leaking,4
has water,4
have possible,4
he covered,4
her client,4
hours 0860,4
i advised,4
if concealed,4
if cost,4
if it,4
if pipe,4
imbursement be,4
impala park,4
in event,4
is no,4
is the,4
ium called,4
job card,4
johan plumbers,4
joni _x000d_,4
keeps running,4
labour burst,4
labour covered,4
last year,4
leak _x000d_,4
leak needs,4
leak property,4
leak the,4
leak visible,4
leak was,4
leaking again,4
leaking unit,4
lebo santam,4
liable excess,4
like be,4
limit of,4
limit r2000,4
limits 50,4
limits will,4
location 13,4
location 21,4
location 30,4
location 31,4
location 49,4
location 9,4
log new,4
logged parts,4
lt r10,4
lyttelton manor,4
machine clients,4
machines covered,4
main water,4
manor centurion,4
meter running,4
michelle reported,4
midrand south,4
mr singh,4
mrs pillay,4
neded will,4
need replace,4
need urgent,4
needed _x000d_,4
needed geyser,4
needs help,4
new tap,4
no power,4
noise when,4
noordheuwel krugersdorp,4
now leaking,4
number applies,4
one tap,4
only available,4
only we,4
out 1hr,4
owner unit,4
park _x000d_,4
park unit,4
pay client,4
pipe basin,4
pipe call,4
pipe pipe,4
pipe toilet,4
pipe which,4
pk psg,4
please advise,4
please appoint,4
please be,4
please replace,4
plumbers be,4
plumbing be,4
port elizabeth,4
possibly be,4
power going,4
pressure low,4
pretoria north,4
previous case,4
price claims,4
proceed with,4
properly client,4
psg claims,4
pump _x000d_,4
quote repairs,4
r 0_x000d_,4
r 9,4
r12 000,4
r500 excess,4
r600 replacement,4
r600client would,4
r900 if,4
ref no,4
related client,4
repair fee_x000d_,4
repair r1,4
repaired sp,4
repairs done,4
repairs r900,4
replaced geyser,4
replaced new,4
replacement no,4
replacement r10,4
replacement using,4
report his,4
report water,4
reported 2,4
reported _x000d_,4
reported bathroom,4
reported tap,4
reporting 2,4
reporting visible,4
required sp,4
roodekrans roodepoort,4
roof covered,4
roof sure,4
said blocked,4
said burst,4
said pipe,4
said possible,4
says geyser,4
send damage,4
send out,4
send quote_x000d_,4
shane called,4
shower covered,4
shower head,4
shower taps,4
sink cover,4
someone come,4
something wrong,4
soon possible,4
sp and,4
sp will,4
street garsfontein,4
street glen,4
street goodwood,4
street horison,4
street rooihuiskraal,4
street rustenburg,4
street waterkloof,4
sunward park,4
tap _x000d_,4
tap broke,4
tap pipe,4
taps _x000d_,4
taps house,4
teh cleinst,4
that was,4
the 0120010900,4
the damage,4
the power,4
the requested,4
there something,4
theres water,4
through from,4
to confirm,4
to teh,4
toilet overflowing,4
toilet tap,4
toilet unit,4
toilets are,4
toll free,4
too high,4
too much,4
town 7130,4
tradesman 24,4
tradesman went,4
tripping db,4
tripping mains,4
unblocking drain,4
under the,4
unit 27,4
unit 54,4
up leaking,4
using kingprice,4
valve leaking,4
valve needs,4
van niekerk,4
van vuuren,4
van zyl,4
villieria pretoria,4
visible _x000d_,4
visible r2000,4
was contacted,4
was leaking,4
was recently,4
water comes,4
water cover,4
water covered,4
water damage,4
water flowing,4
water hot,4
water in,4
water is,4
water running,4
water toilet,4
we will,4
well client,4
went back,4
were stolen,4
when opens,4
when r600_x000d_,4
where leak,4
where water,4
will have,4
will not,4
will read,4
will send,4
wilro park,4
work done,4
working cover,4
working r2000,4
za unit,4
00 if,3
00_x000d_ 50,3
00_x000d_ repairs,3
0114892000 matsatsi,3
0114892000 mrs,3
0115372400 broker,3
0120010900 boipelo,3
0127403300 bianca,3
0157 south,3
0219811044 judy,3
0570500081 called,3
05_x000d_ 50,3
0727099875 cynthia,3
0741190925 called,3
0823139924 called,3
1 burst,3
1 please,3
1 sp,3
10 15,3
10 claim,3
104 r,3
106 r,3
11 water,3
119 r,3
11_x000d_ water,3
126 emerald,3
15 2023,3
150 lt,3
1687 client,3
17 00,3
1705 00,3
1724 south,3
18 estimated,3
18_x000d_ how,3
1st _x000d_,3
2 blocked,3
2 months,3
200 r8250,3
2000 wit,3
2000_x000d_ r,3
2023 27,3
20_x000d_ 50,3
231 25,3
250 300,3
250_x000d_ in,3
252 8548,3
26 crescent,3
27 83,3
27121104423 broker,3
27123422205 thuli,3
27123434016 jaco,3
27129428680 wendy,3
27129905000 broker,3
27215950250 marius,3
27218701535 broker,3
27227191111 broker,3
27570500081 surita,3
27823958127 broker,3
27846149400 albert,3
28 boschendal,3
280 repairs,3
30 250,3
300 litre,3
31 150,3
37 200,3
386 30,3
4 x,3
500_x000d_ geyser,3
53 simmer,3
550 00_x000d_,3
600 _x000d_,3
600 excess,3
67_x000d_ 50,3
711 31,3
744 37,3
75_x000d_ solar,3
79_x000d_ 50,3
80000 00,3
8018 11_x000d_,3
82 rennie,3
83 252,3
94 r,3
9442 05_x000d_,3
_x000d_ 12,3
_x000d_ 19,3
_x000d_ 27,3
_x000d_ 7,3
_x000d_ all,3
_x000d_ alt,3
_x000d_ blocked,3
_x000d_ can,3
_x000d_ drain,3
_x000d_ from,3
_x000d_ home,3
_x000d_ joni,3
_x000d_ kindly,3
_x000d_ policy,3
_x000d_ r2000,3
_x000d_ under,3
_x000d_ we,3
a geyser,3
a second,3
a service,3
a to,3
access geyser,3
account client,3
account geyser,3
address 21,3
address 55,3
advised electrician,3
advised hot,3
advised parts,3
advised plumber,3
advised sp,3
advised tap,3
advised unit,3
advised used,3
afor teh,3
africa automatic,3
africa covered,3
again client,3
ah sandton,3
alt contact,3
amanda reported,3
an d1st,3
and not,3
and there,3
and we,3
anderson street,3
anna marie,3
another ref,3
antz plumbing,3
anushka reported,3
appear normal,3
applicable_x000d_ _x000d_,3
applies _x000d_,3
appointed _x000d_,3
are r900,3
arrival discovered,3
asked appoint,3
asked please,3
asked send,3
asked sp,3
asked that,3
assess geyser,3
assess leak,3
assist are,3
assist called,3
assist leaking,3
assist logging,3
assistance _x000d_,3
at the,3
at unit,3
auckland park,3
authorisation _x000d_,3
authorization granted,3
avenue melville,3
avenue wonderboom,3
back house,3
back toilet,3
basin pipe,3
bath tap,3
bathroom and,3
bathroom r2000,3
bathroom the,3
bathroom toilet,3
bay south,3
be confirmed,3
be contacted,3
be leaking,3
be re,3
being logged,3
benoni north,3
bianca advised,3
bianca psg,3
bill 600,3
bill 900,3
bill be,3
bill repairs,3
blocked cover,3
blocked leaking,3
blocked need,3
blocked needs,3
blocked toilets,3
boipelo reported,3
booking tomorrow,3
boschendal estate,3
botha reported,3
bramley view,3
broken needs,3
broken pipe,3
broker alida,3
broker celeste,3
broker client,3
broker elmarie,3
broker hettie,3
broker lizelle,3
broker marius,3
broker marne,3
broker maryke,3
broker requested,3
broker sheik,3
broker wendy,3
burst and,3
burst concealed,3
burst cover,3
burst covered,3
burst damage,3
burst limit,3
burst need,3
call back,3
call be,3
call burst,3
called 0114892000,3
called water,3
came back,3
can come,3
can log,3
can see,3
can use,3
case unit,3
cec psg,3
ceiling _x000d_,3
ceiling damaged,3
ceiling damages,3
ceiling needs,3
celeste called,3
celling client,3
chantel called,3
charmaine called,3
claim related,3
clc second,3
client 2,3
client assist,3
client complaining,3
client coverd,3
client going,3
client ha,3
client issue,3
client johan,3
client low,3
client paid,3
client posthumus,3
client r,3
client replaced,3
client sent,3
client si,3
client spoke,3
client that,3
client toilet,3
client want,3
client_x000d_ _x000d_,3
clients address,3
clients drain,3
clients gas,3
clients house,3
clients property,3
close client,3
collective property,3
com called,3
com_x000d_ _x000d_,3
coming down,3
confirm cover,3
confirm excess,3
confirmation banking,3
confirmed geyser,3
connected washing,3
constantia park,3
constantly client,3
contact clc,3
contact mrs,3
cost r900_x000d_,3
costs including,3
costs repairs,3
cove rlimit,3
cover covered,3
cover labor_x000d_,3
cover please,3
cover r1720,3
cover remaining,3
cover replacement,3
covered the,3
crestwood drive,3
cynthia client,3
d1st hour,3
dagbreek welkom,3
damages ceiling,3
date claims,3
date non,3
de kock,3
de villiers,3
defined monthly,3
department reported,3
department to,3
details _x000d_,3
detection client,3
do send,3
does heat,3
doornpoort pretoria,3
doringkloof centurion,3
drain back,3
drain he,3
drain pushing,3
drains client,3
drip tray,3
drive lone,3
drive way,3
drq authorization,3
durban south,3
east london,3
electrical issue,3
electricity cover,3
element gasket,3
elton ium,3
email valda,3
equipment covered,3
equipment covered_x000d_,3
erasmuskloof pretoria,3
esb building,3
estate client,3
estate crestwood,3
estate south,3
excess amount,3
excess burst,3
excess claim,3
excess covered,3
excess r0,3
excess r1000_x000d_,3
excess repair,3
excesses _x000d_,3
faulty gas,3
faulty geysers,3
faulty thermostat,3
fee 1,3
fee_x000d_ grobcon,3
fill up,3
first call,3
first geyser,3
flamingo park,3
flushing client,3
fourways sandton,3
from psg,3
from santam,3
galvanized pipes,3
george south,3
get hot,3
getting warm,3
geyser 10,3
geyser 12,3
geyser 18,3
geyser 22,3
geyser 52,3
geyser 9,3
geyser also,3
geyser are,3
geyser at,3
geyser building,3
geyser cash,3
geyser connected,3
geyser could,3
geyser damage,3
geyser does,3
geyser doesnt,3
geyser has,3
geyser limits_x000d_,3
geyser owner,3
geyser possible,3
geyser problem,3
geyser producing,3
geyser there,3
geyser toilet,3
geyser warranty,3
geyser would,3
geyser_x000d_ _x000d_,3
geyser_x000d_ location,3
geysers 104,3
geysers 106,3
geysers 119,3
geysers 24,3
geysers 94,3
geysers client,3
geysers r,3
geysers r15,3
glen soweto,3
goodwood estate,3
got own,3
ha leaking,3
had geyser,3
had plumber,3
has 2,3
has cover,3
has no,3
have already,3
have leak,3
have look,3
he requested,3
he went,3
heat up,3
heating covered,3
heating the,3
heating up_x000d_,3
high client,3
hill sandton,3
hollard c,3
hot cold,3
hour of,3
house covered,3
house r2000,3
how see,3
i called,3
if drain,3
if its,3
if related,3
if see,3
if visible,3
in from,3
in relation,3
including callout,3
increased r8000,3
inform service,3
installation client,3
insurance brokers,3
insurance period,3
invoice _x000d_,3
ir repairs,3
is faulty,3
issue and,3
issues geyser,3
jackie ambiton,3
jaco called,3
jeffreys bay,3
jo anne,3
johan said,3
jordan reported,3
joubert street,3
kamma park,3
kananelo santam,3
keep tripping,3
kego king,3
kenmare krugersdorp,3
khwezi tradesman,3
kimberley south,3
kind regards_x000d_,3
kindly assist,3
kingprice limits,3
kitchen basin,3
know where,3
kp claims,3
labor _x000d_,3
labor liable,3
labor please,3
labour _x000d_,3
le roux,3
leak as,3
leak clients,3
leak confirm,3
leak in,3
leak underground,3
leaking back,3
leaking badly,3
leaking causing,3
leaking geyser_x000d_,3
leaking hot,3
leaking need,3
leaking out,3
leaking outlet,3
leaking pressure,3
leaking was,3
leaking when,3
lewis davu,3
liable costs,3
like assistance,3
limit increased,3
limit less,3
limit mnus,3
limit no,3
limit r1400,3
limits 150l,3
limits r10,3
litre r12,3
litre r9,3
load shedding,3
located ceiling,3
location 1,3
location 126,3
location 14,3
log 2nd,3
log case,3
logged in,3
logging new,3
lone hill,3
long fill,3
looks like,3
machine cash,3
machine client,3
machine required,3
main house,3
manager called,3
marius reported,3
maryke reported,3
mechanism r2000,3
melville johannesburg,3
menlo park,3
meyerton south,3
mnus r280,3
monday client,3
more than,3
morning client,3
morning contact,3
mountain view,3
mr botha,3
mr burger,3
mr de,3
mr johan,3
mr pretorius,3
mr venter,3
mrs de,3
mrs govender,3
mrs moodley,3
mrs reported,3
mrs venter,3
murrayfield pretoria,3
must call,3
naidoo called,3
natalie santam,3
need pay,3
need someone,3
needed assist,3
needed covered,3
needed repairs,3
new case,3
new reference,3
nhlanhla santam,3
no 0727099875,3
no cost,3
no excess_x000d_,3
no longer,3
no wo,3
noise client,3
noise the,3
non stop,3
normal limits,3
north ah,3
not with,3
not working,3
note called,3
note do,3
note geyser,3
of his,3
of labour,3
one geyser,3
one hours,3
one leaking,3
only be,3
only cover,3
only has,3
only parts,3
only sp,3
or pipe,3
order wo,3
other client,3
otherwise stated,3
out assess,3
out bathroom,3
out house,3
out morning,3
out plumber,3
out taps,3
out tomorrow,3
out water,3
over the,3
overflowing geyser,3
overflowing toilet,3
page 5,3
park estate,3
park kempton,3
park polokwane,3
park potchefstroom,3
park pretoria_x000d_,3
parkrand boksburg,3
parts burst,3
payable if,3
payments psg,3
phoenix south,3
photos _x000d_,3
pierre van,3
pillay advised,3
pipe 12,3
pipe and,3
pipe back,3
pipe common,3
pipe damage,3
pipe house,3
pipe leading,3
pipe next,3
pipe quote,3
